#,squad,page_id,tags,title,description,intent,video_id,intent_type,channel,category,category_icon,is_deep_link_available,deeplink,priority,line_of_business,resident_type,visibility,product_category,query_category,query_sub_category,sr_category,sr_name,is_popular,label,intent_priority,Follow up 1,Follow up 2 ,Follow up 3
336,WEALTH,All,Increase Existing Health Cover|Additional Cover,How do I increase my health cover?,Enhance your existing health insurance coverage with additional benefits.,INCREASE_HEALTH_COVER,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Increase Existing Health Cover,,,,
337,WEALTH,All,Motor Insurance,How do I buy motor insurance?,Get motor insurance to protect your vehicle against damages and liabilities.,BUY_MOTOR_INSURANCE,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Motor Insurance,,,,
338,WEALTH,All,Calculate Ideal Cover,How do I calculate my ideal insurance cover?,Calculate the right insurance coverage based on your needs and lifestyle.,CALCULATE_IDEAL_COVER,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Calculate Ideal Cover - Insurance,,,,
339,WEALTH,All,Health Cover Need Analysis,How do I assess my health cover needs?,Analyze your healthcare needs to choose the right insurance plan.,HEALTH_COVER_ANALYSIS,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Health Cover Need Analysis,,,,
340,WEALTH,All,Find Your Ideal Cover,How do I find my ideal insurance cover?,Discover the most suitable insurance plan based on your profile.,FIND_IDEAL_INSURANCE,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Find Your Ideal Insurance Cover,,,,
341,WEALTH,All,Add On Protection,What are add-on protection options?,Explore add-on covers to enhance your insurance protection.,ADD_ON_PROTECTION,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Add On Protection - Insurance,,,,
342,WEALTH,All,Long Term Protection,How do I get long-term protection?,Choose long-term insurance plans for sustained financial security.,LONG_TERM_PROTECTION,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Long Term Protection,,,,
343,WEALTH,All,Life Cover,How do I get life insurance cover?,Get life insurance coverage to financially protect your loved ones.,BUY_LIFE_COVER,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Life Cover - Insurance,,,,
344,WEALTH,All,Buy Two Wheeler Insurance,How do I buy two-wheeler insurance?,Purchase insurance for your bike or scooter with ease.,BUY_TWO_WHEELER_INSURANCE,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Buy Two Wheeler Insurance,,,,
345,CC,All,Card Privileges|Your Card Privileges|Credit Card Privileges|How do I get my Credit Card Privileges,How do I view my card privileges?,View benefits and privileges associated with your credit card.,VIEW_CARD_PRIVILEGES,,Redirection ,,,,,/cards,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Your Card Privileges,,,,
346,CC,All,Card Controls|Debit Card controls|How do I find Debit Card Card Controls?,How do I manage my debit card controls?,"Manage debit card settings like limits, usage, and security controls.",MANAGE_DEBIT_CARD_CONTROLS,,Redirection ,,,,,/cards,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Debit Card Controls,,,,
347,CC,All,Card Controls|Credit Card controls|Manage Credit Card|Credit controls|How do I find Card Controls?,How do I manage my credit card controls?,"Manage credit card settings including limits, usage, and security preferences.",MANAGE_CREDIT_CARD_CONTROLS,,Redirection ,,,,,/cards,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Credit Card Controls,,,,
348,CC,All,Update Credit Card Profile|Update Card profile|How do I change my profile details?|How do I change credit card details?,How do I update my credit card profile?,Update your credit card profile details and personal information.,UPDATE_CC_PROFILE,,Redirection ,,,,,/cards,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Update Credit Card Profile,,,,
349,RL,All,Update CIBIL Status,How do I update my CIBIL status?,Check and update your CIBIL score or status for better loan eligibility.,UPDATE_CIBIL,,Redirection ,,,,,/servicerequests/dashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Update CIBIL Status,,,,
350,RL,All,Update CIBIL Status|know more about loans|Track loan application|EMI Calculator|Pay Later,How do I track my loan application?,Track the status of your loan application and related updates.,TRACK_LOAN_APPLICATION,,Redirection ,,,,,/loansDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Track Loan Application,,,,
351,WEALTH,All,balanced|balanced investment,What is a balanced investor profile?,Understand the balanced investor profile with moderate risk and return preferences.,BALANCED_INVESTOR_PROFILE,,Redirection ,,,,,/riskprofile,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Balanced Investor,,,,
352,WEALTH,All,aggressive investment|aggression,What is an aggressive investor profile?,Understand aggressive investment strategies focused on high risk and high returns.,AGGRESSIVE_INVESTOR_PROFILE,,Redirection ,,,,,/riskprofile,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Aggressive Investor,,,,
353,WEALTH,All,IT sector funds|IT|IT index,How do I invest in IT sector funds?,Invest in IT sector funds to gain exposure to technology-driven companies.,INVEST_IT_FUNDS,,Redirection ,,,,,/investments,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Invest in IT Companies,,,,
354,WEALTH,All,top companies|invest in top companies,How do I invest in top companies?,Invest in leading companies with strong market presence and performance.,INVEST_TOP_COMPANIES,,Redirection ,,,,,/investments,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Invest in Top Companies,,,,
355,WEALTH,All,bank deposits|alternate to bank deposits,What are alternatives to bank deposits?,Explore investment options that can offer better returns than traditional deposits.,ALTERNATIVE_TO_DEPOSITS,,Redirection ,,,,,/investments,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Alternate to Bank Deposits,,,,
356,WEALTH,All,bond funds,How do I invest in bond funds?,Invest in bond funds for stable income and lower risk exposure.,INVEST_BOND_FUNDS,,Redirection ,,,,,/investments,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Invest in Bond Funds,,,,
357,WEALTH,All,elss|investment in elss,How do I invest in ELSS funds?,Invest in ELSS funds to save tax while earning market-linked returns.,INVEST_ELSS,,Redirection ,,,,,/investinmf,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Invest in ELSS,,,,
358,WEALTH,All,fintech|MF|SIPs,How do I invest in banking and fintech funds?,Invest in mutual funds focused on banking and fintech sectors.,INVEST_FINTECH_FUNDS,,Redirection ,,,,,/investinmf,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Invest in Banking and Fintech,,,,
359,WEALTH,All,debt mutual funds|MF|SIPs,How do I invest in SIP mutual funds?,Start SIP investments to build wealth through disciplined investing.,INVEST_MF_SIP,,Redirection ,,,,,/diymf,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Invest in MF - SIP,,,,
360,WEALTH,All,handpicked funds|MF|SIPs,How do I invest in handpicked funds?,Invest in curated or handpicked mutual funds based on expert selection.,INVEST_HANDPICKED_FUNDS,,Redirection ,,,,,/investinmf,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Invest in Handpicked Funds,,,,
361,FX,All,Overseas investment|How to invest overseas,How do I invest overseas?,Explore options to invest in international markets and diversify your portfolio.,INVEST_OVERSEAS,,Redirection ,,,,,/payabroad,,liability,RI,TRUE,,,,,,FALSE,Overseas Investment,,,,
362,FX,All,CAD|Canadian Dollars|How to pay in Canadian Dollars,How do I pay in Canadian Dollars?,Make international payments in Canadian Dollars securely through the app.,PAY_IN_CAD,,Redirection ,,,,,/payabroad,,liability,RI,TRUE,,,,,,FALSE,Pay in Canadian Dollars,,,,
363,FX,All,AUD|Australian Dollars|How to pay in Australian Dollars,How do I pay in Australian Dollars?,Send or pay money in Australian Dollars for international transactions.,PAY_IN_AUD,,Redirection ,,,,,/payabroad,,liability,RI,TRUE,,,,,,FALSE,Pay in Australian Dollars,,,,
364,FX,All,SGD|Singapore Dollars|How to pay in Singapore Dollars,How do I pay in Singapore Dollars?,Make payments in Singapore Dollars easily using international transfer options.,PAY_IN_SGD,,Redirection ,,,,,/payabroad,,liability,RI,TRUE,,,,,,FALSE,Pay in Singapore Dollars,,,,
365,INVESTMENTS,All,Track external mutual funds|Track all your mutual fund holdings|External mutual funds holdings|How do I track my external mutual fund holding|Sync all your mutual funds|Zerodha mutual funds|Groww mutual funds,How do I track external mutual funds?,Track mutual fund investments held outside the bank in one consolidated view.,TRACK_EXTERNAL_MF,,Redirection ,,,,,/mfSummary/holdings,,liability,RI,TRUE,,,,,,FALSE,Track External Mutual Funds,,,,
366,RAS,All,Airport lounge access|How do I know about Airport lounge access,How do I access airport lounge benefits?,Check your eligibility and access airport lounge benefits using your card.,AIRPORT_LOUNGE_ACCESS,,Redirection ,,,,,/cards,,liability,RI,TRUE,,,,,,FALSE,Airport Lounge Access,,,,
367,WEALTH,All,Invest in SBI - MF|SBI,How do I invest in SBI mutual funds?,Invest in SBI mutual funds to diversify your portfolio with trusted fund options.,INVEST_SBI_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in SBI - MF,,,,
368,WEALTH,All,Invest in HDFC - MF|HDFC,How do I invest in HDFC mutual funds?,Invest in HDFC mutual funds for long-term wealth creation.,INVEST_HDFC_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in HDFC - MF,,,,
369,WEALTH,All,Invest in ICICI - MF|ICICI,How do I invest in ICICI mutual funds?,Choose and invest in ICICI mutual fund schemes based on your goals.,INVEST_ICICI_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in ICICI - MF,,,,
370,WEALTH,All,Invest in Flexi Cap Funds|Small Cap|Mid Cap|Large Cap|Flexi Cap|Quant Funds|Qaunt Funds,How do I invest in flexi cap mutual funds?,Invest in flexi cap funds that dynamically allocate across market capitalizations.,INVEST_FLEXI_CAP_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Flexi Cap Mutual Funds,,,,
371,WEALTH,All,Invest in Small Cap Funds|Small Cap|Mid Cap|Large Cap|Flexi Cap|Quant Funds|Qaunt Funds,How do I invest in small cap mutual funds?,Invest in small cap funds for high growth potential with higher risk.,INVEST_SMALL_CAP_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Small Cap Mutual Funds,,,,
372,WEALTH,All,Invest in Mid Cap Funds|Small Cap|Mid Cap|Large Cap|Flexi Cap|Quant Funds|Qaunt Funds,How do I invest in mid cap mutual funds?,Invest in mid cap funds to capture growth from emerging companies.,INVEST_MID_CAP_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Mid Cap Mutual Funds,,,,
373,WEALTH,All,Invest in Quant Funds|Small Cap|Mid Cap|Large Cap|Flexi Cap|Quant Funds|Qaunt Funds,How do I invest in quant mutual funds?,Invest in quant-based funds that use data-driven strategies for portfolio selection.,INVEST_QUANT_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Quant Mutual Funds,,,,
374,WEALTH,All,Franklin MF|Invest in Franklin,How do I invest in Franklin mutual funds?,Invest in Franklin mutual funds for diversified investment options.,INVEST_FRANKLIN_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in FranklinÔøΩMF,,,,
375,WEALTH,All,TATA MF|Invest in TATA MF,How do I invest in TATA MF?,Choose and invest in TATA mutual fund schemes conveniently.,INVEST_TATA_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in TATA MF,,,,
376,WEALTH,All,Motilal MF|Invest in Motilal MF,How do I invest in Motilal mutual funds?,Invest in Motilal Oswal mutual funds based on your financial goals.,INVEST_MOTILAL_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Motilal MF,,,,
377,WEALTH,All,UTI MF|Invest in UTI MF,How do I invest in UTI mutual funds?,Explore UTI mutual fund options and start investing.,INVEST_UTI_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in UTI MF,,,,
378,WEALTH,All,Aditya Birla MF|Invest in Aditya Birla MF,How do I invest in Aditya Birla mutual funds?,Invest in Aditya Birla mutual funds for diversified portfolio growth.,INVEST_ADITYA_BIRLA_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Aditya Birla MF,,,,
379,WEALTH,All,Bajaj Finserve MF|Invest in Bajaj Finserve MF,How do I invest in Bajaj Finserv mutual funds?,Explore and invest in Bajaj Finserv mutual fund offerings.,INVEST_BAJAJ_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Bajaj Finserve MF,,,,
380,WEALTH,All,Canara Rob MF|Invest in Canara Rob MF,How do I invest in Canara Robeco mutual funds?,Invest in Canara Robeco mutual funds for diversified investment options.,INVEST_CANARA_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Canara Rob MF,,,,
381,WEALTH,All,Groww MF|Invest in Groww MF,How do I invest in Groww mutual funds?,Invest in mutual funds available via Groww integration or external holdings.,INVEST_GROWW_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Groww MF,,,,
382,WEALTH,All,HSBC MF|Invest in HSBC MF,How do I invest in HSBC mutual funds?,Invest in HSBC mutual fund schemes to diversify your portfolio.,INVEST_HSBC_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in HSBC MF,,,,
383,WEALTH,All,LIC MF|Invest in LIC MF,How do I invest in LIC mutual funds?,Explore and invest in LIC mutual fund offerings easily.,INVEST_LIC_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in LIC MF,,,,
384,WEALTH,All,TRUSTMF|Invest in TRUSTMF,How do I invest in TRUST mutual funds?,Invest in TRUST mutual fund schemes through the app.,INVEST_TRUST_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in TRUSTMF,,,,
385,CX,All,Close Consumer Loan|Complete Consumer Loan|Finalize Consumer Loan|End Consumer Loan|Settle Consumer Loan|End Consumer Durable Loan|Complete Vehicle Loan|Finalize 2 Wheeler Loan|2 wheeler loan|Consumer Loan,How do I foreclose my loan?,"Foreclose your consumer, vehicle, or durable loan by paying the outstanding amount.",LOAN_FORECLOSURE,,Redirection ,,,,,/loansDashboard/myLoans,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Other Loan Foreclosure,,,,
386,CX,All,RC Line Foreclosure|Revolving Credit Foreclosure|Revolving Credit Line Foreclosure|Credit Line Foreclosure|Pay later Foreclosure|Paylater Foreclosure|Flipkart loan Foreclosure|Ola loan Foreclosure|Amazon loan foreclosure|Flipkart Pay Later Closure,How do I foreclose my pay later loan?,Close your pay later or revolving credit line by clearing dues.,PAYLATER_FORECLOSURE,,Redirection ,,,,,/loansDashboard/myLoans,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Pay Later Foreclsoure,,,,
387,PLATFORM,All,Face Settings|Biometric|Biometric recognition|Biometric ID|Login|Login ID|Login using Biometric|Login Face ID|Login Touch ID|Fingerprint reader,How do I manage biometric login settings?,Enable or manage biometric authentication like Face ID or fingerprint for secure login.,MANAGE_BIOMETRIC_LOGIN,,Redirection ,,,,,/Settings,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Biometric - Login Settings,,,,
388,REWARDS,All,Hotel|Book|Book Hotel|Travel|Trip,How do I book hotels?,Book hotels for your travel needs directly through the app.,BOOK_HOTELS,,Redirection ,,,,,/rewards/hotel,,liability,RI,TRUE,,,,,,FALSE,Hotel Booking,,,,
389,PAYMENTS,All,Add Money|Money add,How do I add money?,Add funds to your account or wallet quickly and securely.,ADD_MONEY,,Redirection ,,,,,/addMoney,,liability,RI,TRUE,,,,,,FALSE,Add Money,,,,
390,ALL,All,Stop marketing calls and messages,How do I stop marketing calls and messages?,Opt out of promotional communications and marketing messages.,STOP_MARKETING_COMM,,Redirection ,,,,,/https://www.idfcfirstbank.com/dnd,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Stop marketing calls and messages,,,,
391,CC,All,Secured card|Wow card|Credit card against FD|FD backed card|First earn credit card,How do I get a credit card against FD?,Apply for a secured credit card backed by your fixed deposit.,CC_AGAINST_FD,,Redirection ,,,,,/ApplyFdSecuredCard,,liability,RI,TRUE,,,,,,FALSE,Credit Card against FD,,,,
392,CC,All,CreditPro|Credit Pro|Balance Transfer,How does CreditPro balance transfer work?,Transfer your credit card balance using CreditPro for better repayment options.,CREDITPRO_BALANCE_TRANSFER,,Redirection ,,,,,/CreditProBalanceTransfer,,liability,RI,TRUE,,,,,,FALSE,Credit Pro balance transfer,,,,
393,WEALTH,All,Motilal|3 in 1|3 in|in 1|three|demat trading|amc waiver|hold and release|Hold & Release|Share trading,How do I open a 3-in-1 account?,"Open a 3-in-1 account for banking, trading, and demat services.",OPEN_3IN1_ACCOUNT,,Redirection ,,,,,/3in1account,,liability,RI,TRUE,,,,,,FALSE,3 in 1 Account,,,,
394,FX,All,gift city holdings|view gift city account|gift city deposit balance|gift city fd balance,How do I view my GIFT City holdings?,"View your GIFT City account holdings, deposits, and statements.",VIEW_GIFT_CITY_HOLDINGS,,Redirection ,,,,,/account,,liability,RI,TRUE,,,,,,FALSE,GIFT City Holdings & Statement,,,,
395,FX,All,open fcnr deposit|start fcnr account|fcnr deposit rates|fcnr interest rates|fcnr deposit|fcnr deposit statement|fcnr deposit application|how to open fcnr deposit|convert nre to fcnr|Foreign currency fixed deposits for NRIs,How do I open an FCNR deposit?,Open a foreign currency fixed deposit (FCNR) for NRI investments.,OPEN_FCNR_DEPOSIT,,Redirection ,,,,,/createfcnrfd,,liability,RI,TRUE,,,,,,FALSE,FCNR Deposit,,,,
396,FX,All,Overseas Transfer|Inward Remittance|Digital Inward Remittance|Digital Remittance|Transfer to India|Pay to India|Funds Transfer to India|Self Account Transfer|Me2Me|MetoMe,How do I transfer money between my accounts?,Transfer funds between your own accounts easily using Me2Me transfer.,ME2ME_TRANSFER,,Redirection ,,,,,/rfxmetome?isNewJourney=true,,liability,RI,TRUE,,,,,,FALSE,Me2Me Transfer,,,,
397,FX,All,Open GIFT City Savings account|Create GIFT city account|GIFT City,How do I open a GIFT City savings account?,Open a GIFT City account to access international banking and investment services.,OPEN_GIFT_CITY_ACCOUNT,,Redirection ,,,,,/openGiftCityAccount,,liability,RI,TRUE,,,,,,FALSE,Open GIFT City Savings account,,,,
398,RL,All,Pay EMI|EMI paid|Loan EMI|How do I access my loan EMI,How do I pay my loan EMI?,Pay your loan EMI easily and track your payment status through the app.,PAY_LOAN_EMI,,Redirection,,,,,/loansDashboard/myLoans,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Loan EMI,,,,
399,CC,All,Change billing cycle|Credit card billing cycle change|Change credit card billing cycle|Modify billing cycle|Change billing date|Change statement cycle|Update billing cycle|New billing cycle|How do I change my billing cycle,How do I change my credit card billing cycle?,Change your credit card billing cycle to align statement and due dates with your preferred schedule.,CHANGE_CC_BILLING_CYCLE,,Redirection ,,,,,/servicerequests/dashboard/credit_card/CHANGE_CREDIT_CARD_BILLING_DATE,,creditcard,RI,TRUE,,,,,,FALSE,Change Credit Card Billing Cycle,,,,
