#,squad,page_id,tags,title,description,intent,video_id,intent_type,channel,category,category_icon,is_deep_link_available,deeplink,priority,line_of_business,resident_type,visibility,product_category,query_category,query_sub_category,sr_category,sr_name,is_popular,label,intent_priority,Follow up 1,Follow up 2 ,Follow up 3,nlu_intent,nlu_entities,nlu_examples,nlu_disambiguation_hint
33,RAS,All,Change registered email|Change email|Registered email|Email|Change my Email|email  modification|Change|How do I update my email address|update email id|change email id|modify email|edit email|change my email address|update registered email|update my email|change my registered email id|new email|set new email|update email address|email id update,How do I update my email address?,Update your registered email ID to receive important notifications and communication.,EMAIL_CHANGE,,Executable,,,,,,,liability|asset|creditcard,RI,True,profile,,,profile,,False,Change Email ,,,,,update_email,"{""action"": ""update"", ""feature"": ""email"", ""product"": ""profile"", ""profile_attribute"": ""email"", ""service_type"": ""profile_update""}",Change registered email|Change email|Registered email|Email|Change my Email|email modification|Change|How do I update my email address|update email id|change email id|modify email|edit email,Use for Change Email. Feature is email. Service type is profile update.
34,ALL,All,manage setting|setting|How do I manage settings,How do I manage settings?,"Access your settings section to manage preferences, security controls, and configurations. Update options like notifications, login methods, and defaults easily in one place.",MANAGE_SETTINGS,,Redirection ,,,,,/Settings,,liability|asset|creditcard,RI,True,,,,,,False,Manage settings,,,,,manage_settings,"{""action"": ""manage"", ""feature"": ""settings"", ""product"": ""settings"", ""service_type"": ""settings_management""}",manage setting|setting|How do I manage settings|How do I manage settings?|Manage settings,Use for Manage settings. Feature is settings. Service type is settings management.
35,BAS,All,Services|My SRs|Service request|New cheque|New cheque book request|Instant Services|Raise new request|Have a query|Service requests|How do I use instant services,How do I access instant services?,"Access instant services to raise service requests, request cheque books, and manage queries. Track all requests from one place.",VIEW_INSTANT_SERVICES,,Redirection ,,,,,/more/echequebooks,,liability|asset|creditcard,RI,True,,,,,,False,Instant Services,,,,,view_instant_services,"{""action"": ""view"", ""feature"": ""instant_services"", ""product"": ""instant_services"", ""service_type"": ""service_request""}",Services|My SRs|Service request|New cheque|New cheque book request|Instant Services|Raise new request|Have a query|Service requests|How do I use instant services|How do I access instant services?,Use for Instant Services. Feature is instant services. Service type is service request.
36,BAS,All,My settings|Settings|Change settings|Default account|Block fingerprint|Use biometrics|Enable/ disable biometric|How do I view my settings|How do I change the settings|How do I change settings,How do I manage my settings?,"Update your configuration including default account, MPIN, password, and biometric settings like fingerprint or Face ID securely.",SETTINGS,,Redirection ,,,,,/Settings,,liability|asset|creditcard,RI,True,,,,,,False,Settings,,,,,view_settings,"{""action"": ""view"", ""feature"": ""settings"", ""product"": ""settings"", ""service_type"": ""settings_management""}",My settings|Settings|Change settings|Default account|Block fingerprint|Use biometrics|Enable/ disable biometric|How do I view my settings|How do I change the settings|How do I change settings|How do I manage my settings?,Use for Settings. Feature is settings. Service type is settings management.
37,BAS,All,debit card block|debit card form|debit card apply|debit card hot listing|debit card visa|debit card shopping|debit cards list|debit card limit|debit card account number|debit card expiration date,How do I view my debit cards?,"View all your debit cards, check limits, manage usage, and access card details like CVV, expiry, and transaction controls.",VIEW_DEBIT_CARDS,,Redirection ,,,,,/cards,,liability|asset|creditcard,RI,True,,,,,,False,Debit Card List,,,,,view_debit_card_list,"{""action"": ""view"", ""card_type"": ""debit_card"", ""feature"": ""debit_card_list"", ""product"": ""debit_card""}",debit card block|debit card form|debit card apply|debit card hot listing|debit card visa|debit card shopping|debit cards list|debit card limit|debit card account number|debit card expiration date|How do I view my debit cards?|Debit Card List,Use for Debit Card List. Feature is debit card list. Card type is debit card.
38,BAS,All,Lost card|Card stolen|Block card|Block debit|Instant block|cancel debit card|new debit card|How do I report lost card|How to block a debit card|How to cancel debit card,How do I permanently block my debit card?,Permanently block your debit card immediately in case of loss or theft to prevent unauthorized usage.,BLOCK_DEBIT_CARD_PERMANENT,,Redirection ,,,,,/cards,,liability|asset|creditcard,RI,True,,,,,,False,Permanently Block Debit Card,,,,,block_permanently_debit_card,"{""action"": ""block"", ""card_type"": ""debit_card"", ""feature"": ""permanently_debit_card"", ""product"": ""debit_card"", ""status"": ""permanent""}",Lost card|Card stolen|Block card|Block debit|Instant block|cancel debit card|new debit card|How do I report lost card|How to block a debit card|How to cancel debit card|How do I permanently block my debit card?|Permanently Block Debit Card,Use for Permanently Block Debit Card. Feature is permanently debit card. Card type is debit card. Block/status qualifier is permanent.
39,BAS,All,New RD|Create RD|Open RD|RD interest|RD plans|RD tenure|RD installment|How to create a new recurring deposit|How do I create a new RD|How to find RD interest,How do I create a recurring deposit?,Open a recurring deposit by selecting tenure and installment amount. Grow your savings with regular contributions.,CREATE_RD,,Redirection ,,,,,/createrd,,liability|asset|creditcard,RI,True,,,,,,False,Create RD,,,,,open_rd,"{""action"": ""open"", ""deposit_type"": ""recurring_deposit"", ""feature"": ""rd"", ""product"": ""recurring_deposit""}",New RD|Create RD|Open RD|RD interest|RD plans|RD tenure|RD installment|How to create a new recurring deposit|How do I create a new RD|How to find RD interest|How do I create a recurring deposit?,Use for Create RD. Feature is rd. Deposit type is recurring deposit.
40,BAS,All,Close FD|Premature FD|Close fixed deposit|FD Closure|Close my FD|fd maturity|How to close a FD|How to close premature FD|How to check fd maturity|How to cancel FD,How do I close my fixed deposit?,Close your fixed deposit either on maturity or prematurely and receive the amount in your linked account.,FD_CLOSURE,,Redirection ,,,,,/deposits,,liability|asset|creditcard,RI,True,,,,,,False,FD Closure,,,,,close_fd_closure,"{""action"": ""close"", ""deposit_type"": ""fixed_deposit"", ""feature"": ""fd_closure"", ""product"": ""fixed_deposit""}",Close FD|Premature FD|Close fixed deposit|FD Closure|Close my FD|fd maturity|How to close a FD|How to close premature FD|How to check fd maturity|How to cancel FD|How do I close my fixed deposit?,Use for FD Closure. Feature is fd closure. Deposit type is fixed deposit.
41,BAS,All,Close RD|Premature RD|Close recurring deposit|RD Closure|Cancel RD|Mature RD|How to close a RD|How to close premature RD|How to check RD maturity|How to cancel RD,How do I close my recurring deposit?,Close your recurring deposit anytime or at maturity and get the proceeds credited to your account.,RD_CLOSURE,,Redirection ,,,,,/deposits,,liability|asset|creditcard,RI,True,,,,,,False,RD Closure,,,,,close_rd_closure,"{""action"": ""close"", ""deposit_type"": ""recurring_deposit"", ""feature"": ""rd_closure"", ""product"": ""recurring_deposit""}",Close RD|Premature RD|Close recurring deposit|RD Closure|Cancel RD|Mature RD|How to close a RD|How to close premature RD|How to check RD maturity|How to cancel RD|How do I close my recurring deposit?,Use for RD Closure. Feature is rd closure. Deposit type is recurring deposit.
42,CC,All,Change pin|Credit card PIN|Credit card secure pin|Credit card pin generation|How do I change my credit card pin?|How do I setup my credit card pin?,How do I set or change my credit card PIN?,Set or change your credit card PIN securely to enable transactions and ATM usage.,SET_CC_PIN,,Redirection ,,,,,/SetCardPin,,creditcard,RI,True,,,,,,False,Set New Credit Card Pin,,,,,set_new_credit_card_pin,"{""action"": ""set"", ""card_type"": ""credit_card"", ""feature"": ""new_credit_card_pin"", ""product"": ""credit_card""}",Change pin|Credit card PIN|Credit card secure pin|Credit card pin generation|How do I change my credit card pin?|How do I setup my credit card pin?|How do I set or change my credit card PIN?|Set New Credit Card Pin,Use for Set New Credit Card Pin. Feature is new credit card pin. Card type is credit card.
43,CC,All,ATM|Withdrawal,How do I enable ATM withdrawals on my credit card?,Enable ATM withdrawals on your credit card to access cash within your approved limits when required.,ENABLE_CC_ATM_WITHDRAWALS,,Redirection ,,,,,/ManageCreditCardLimit,,creditcard,RI,True,,,,,,False,ATM Withdrawals - Credit card,,,,,enable_atm_withdrawals_credit_card,"{""action"": ""enable"", ""card_type"": ""credit_card"", ""feature"": ""atm_withdrawals_credit_card"", ""limit_type"": ""atm_withdrawal"", ""product"": ""credit_card""}",ATM|Withdrawal|How do I enable ATM withdrawals on my credit card?|ATM Withdrawals - Credit card,Use for ATM Withdrawals - Credit card. Feature is atm withdrawals credit card. Card type is credit card.
44,CC,All,Domestic,How do I enable my credit card for domestic usage?,Enable domestic usage on your credit card to allow transactions within the country securely.,ENABLE_DOMESTIC_SPENDS_CC,,Redirection ,,,,,/ManageCreditCardLimit,,creditcard,RI,True,,,,,,False,Enable Domestic Spends - Credit Card,,,,,enable_domestic_spends_credit_card,"{""action"": ""enable"", ""card_type"": ""credit_card"", ""feature"": ""domestic_spends_credit_card"", ""product"": ""credit_card"", ""usage_scope"": ""domestic""}",Domestic|How do I enable my credit card for domestic usage?|Enable Domestic Spends - Credit Card,Use for Enable Domestic Spends - Credit Card. Feature is domestic spends credit card. Card type is credit card.
45,CC,All,atm withdrawal limit|How do I setup limits for atm withdrawals on my credit card?,How do I set ATM withdrawal limits on my credit card?,Set or modify ATM withdrawal limits on your credit card to control cash withdrawals and spending securely.,SET_CC_ATM_LIMITS,,Redirection ,,,,,/ManageCreditCardLimit,,creditcard,RI,True,,,,,,False,Setup ATM Withdrawals,,,,,set_setup_atm_withdrawals,"{""action"": ""set"", ""card_type"": ""credit_card"", ""feature"": ""setup_atm_withdrawals"", ""limit_type"": ""atm_withdrawal"", ""product"": ""credit_card""}",atm withdrawal limit|How do I setup limits for atm withdrawals on my credit card?|How do I set ATM withdrawal limits on my credit card?|Setup ATM Withdrawals,Use for Setup ATM Withdrawals. Feature is setup atm withdrawals. Card type is credit card.
